technology,Material,value,source,authors,publish_year,year_of_data
onshore wind,Steel,117667.0,liang_2022,"Yang, J., Zhang, L., Chang, Y., Hao, Y., Liu, G., Yan, Q., & Zhao, Y.",2020,2020
onshore wind,Steel,114266.0,liang_2022,"Yang, J., Zhang, L., Chang, Y., Hao, Y., Liu, G., Yan, Q., & Zhao, Y.",2020,2020
onshore wind,Steel,101176.0,liang_2022,"Yang, J., Zhang, L., Chang, Y., Hao, Y., Liu, G., Yan, Q., & Zhao, Y.",2020,2020
onshore wind,Steel,105120.0,liang_2022,"Yang, J., Zhang, L., Chang, Y., Hao, Y., Liu, G., Yan, Q., & Zhao, Y.",2020,2020
onshore wind,Steel,129333.0,liang_2022,"Yang, J., Zhang, L., Chang, Y., Hao, Y., Liu, G., Yan, Q., & Zhao, Y.",2020,2020
onshore wind,Steel,131150.0,liang_2022,"Yang, J., Zhang, L., Chang, Y., Hao, Y., Liu, G., Yan, Q., & Zhao, Y.",2020,2020
onshore wind,Steel,120040.0,liang_2022,"Yang, J., Zhang, L., Chang, Y., Hao, Y., Liu, G., Yan, Q., & Zhao, Y.",2020,2020
onshore wind,Steel,133300.0,liang_2022,"Yang, J., Zhang, L., Chang, Y., Hao, Y., Liu, G., Yan, Q., & Zhao, Y.",2020,2020
onshore wind,Aluminum,2000.0,liang_2022,"Yang, J., Zhang, L., Chang, Y., Hao, Y., Liu, G., Yan, Q., & Zhao, Y.",2020,2020
onshore wind,Aluminum,3200.0,liang_2022,"Yang, J., Zhang, L., Chang, Y., Hao, Y., Liu, G., Yan, Q., & Zhao, Y.",2020,2020
onshore wind,Aluminum,1765.0,liang_2022,"Yang, J., Zhang, L., Chang, Y., Hao, Y., Liu, G., Yan, Q., & Zhao, Y.",2020,2020
onshore wind,Aluminum,1680.0,liang_2022,"Yang, J., Zhang, L., Chang, Y., Hao, Y., Liu, G., Yan, Q., & Zhao, Y.",2020,2020
onshore wind,Aluminum,2133.0,liang_2022,"Yang, J., Zhang, L., Chang, Y., Hao, Y., Liu, G., Yan, Q., & Zhao, Y.",2020,2020
onshore wind,Aluminum,2150.0,liang_2022,"Yang, J., Zhang, L., Chang, Y., Hao, Y., Liu, G., Yan, Q., & Zhao, Y.",2020,2020
onshore wind,Aluminum,1960.0,liang_2022,"Yang, J., Zhang, L., Chang, Y., Hao, Y., Liu, G., Yan, Q., & Zhao, Y.",2020,2020
onshore wind,Aluminum,2200.0,liang_2022,"Yang, J., Zhang, L., Chang, Y., Hao, Y., Liu, G., Yan, Q., & Zhao, Y.",2020,2020
onshore wind,Copper,2000.0,liang_2022,"Yang, J., Zhang, L., Chang, Y., Hao, Y., Liu, G., Yan, Q., & Zhao, Y.",2020,2020
onshore wind,Copper,3200.0,liang_2022,"Yang, J., Zhang, L., Chang, Y., Hao, Y., Liu, G., Yan, Q., & Zhao, Y.",2020,2020
onshore wind,Copper,1867.0,liang_2022,"Yang, J., Zhang, L., Chang, Y., Hao, Y., Liu, G., Yan, Q., & Zhao, Y.",2020,2020
onshore wind,Copper,1529.0,liang_2022,"Yang, J., Zhang, L., Chang, Y., Hao, Y., Liu, G., Yan, Q., & Zhao, Y.",2020,2020
onshore wind,Copper,1920.0,liang_2022,"Yang, J., Zhang, L., Chang, Y., Hao, Y., Liu, G., Yan, Q., & Zhao, Y.",2020,2020
onshore wind,Copper,2066.0,liang_2022,"Yang, J., Zhang, L., Chang, Y., Hao, Y., Liu, G., Yan, Q., & Zhao, Y.",2020,2020
onshore wind,Copper,2200.0,liang_2022,"Yang, J., Zhang, L., Chang, Y., Hao, Y., Liu, G., Yan, Q., & Zhao, Y.",2020,2020
onshore wind,Copper,2242.0,liang_2022,"Zimmermann, T., Rehberger, M., & Gößling-Reisemann, S.",2013,2013
onshore wind,Copper,2478.0,liang_2022,"Zimmermann, T., Rehberger, M., & Gößling-Reisemann, S.",2013,2013
onshore wind,Copper,2333.0,liang_2022,"Zimmermann, T., Rehberger, M., & Gößling-Reisemann, S.",2013,2013
onshore wind,Copper,2520.0,liang_2022,"Zimmermann, T., Rehberger, M., & Gößling-Reisemann, S.",2013,2013
onshore wind,Copper,3057.0,liang_2022,"Zimmermann, T., Rehberger, M., & Gößling-Reisemann, S.",2013,2013
onshore wind,Copper,892.0,liang_2022,"Zimmermann, T., Rehberger, M., & Gößling-Reisemann, S.",2013,2013
onshore wind,Copper,1067.0,liang_2022,"Zimmermann, T., Rehberger, M., & Gößling-Reisemann, S.",2013,2013
onshore wind,Copper,5761.0,wang_2023,BBF Associates 2011,2011,2010
onshore wind,Copper,2994.0,wang_2023,BBF Associates 2011,2011,2010
onshore wind,Copper,6759.0,wang_2023,BBF Associates 2011,2011,2010
onshore wind,Copper,2540.0,wang_2023,BBF Associates 2011,2011,2010
onshore wind,Copper,3538.0,wang_2023,BBF Associates 2011,2011,2010
onshore wind,Dysprosium,21.0,liang_2022,"Buchholz, P., & Brandenburg, T. ",2018,2018
onshore wind,Neodymium,202.5,liang_2022,"Buchholz, P., & Brandenburg, T. ",2018,2018
onshore wind,Steel,132000.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
onshore wind,Steel,119500.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
onshore wind,Aluminum,500.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
onshore wind,Aluminum,700.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
onshore wind,Boron,6.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
onshore wind,Chromium,525.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
onshore wind,Copper,5000.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
onshore wind,Copper,3000.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
onshore wind,Dysprosium,6.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
onshore wind,Dysprosium,17.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
onshore wind,Manganese,790.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
onshore wind,Molybdenum,109.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
onshore wind,Neodymium,28.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
onshore wind,Neodymium,180.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
onshore wind,Nickel,340.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
onshore wind,Nickel,240.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
onshore wind,Praseodymium,35.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
onshore wind,Praseodymium,9.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
onshore wind,Terbium,1.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
onshore wind,Terbium,7.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
onshore wind,Zinc,5500.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
onshore wind,Neodymium,180.5,liang_2022,"Ciacci, L., Vassura, I., Cao, Z., Liu, G., & Passarini, F. ",2019,2019
onshore wind,Neodymium,186.0,wang_2023,DOE 2011,2011,2025
onshore wind,Dysprosium,12.0,wang_2023,DOE 2011,2011,2025
onshore wind,Aluminum,1060.0,liang_2022,"Elshkaki, A., & Shen, L.",2019,2019
onshore wind,Chromium,239.0,liang_2022,"Elshkaki, A., & Shen, L.",2019,2019
onshore wind,Copper,10000.0,liang_2022,"Elshkaki, A., & Shen, L.",2019,2019
onshore wind,Dysprosium,29.0,liang_2022,"Elshkaki, A., & Shen, L.",2019,2019
onshore wind,Lead,6720.0,liang_2022,"Elshkaki, A., & Shen, L.",2019,2019
onshore wind,Neodymium,183.0,liang_2022,"Elshkaki, A., & Shen, L.",2019,2019
onshore wind,Nickel,111.0,liang_2022,"Elshkaki, A., & Shen, L.",2019,2019
onshore wind,Praseodymium,48.0,liang_2022,"Elshkaki, A., & Shen, L.",2019,2019
onshore wind,Steel,132000.0,liang_2022,"Elshkaki, A., & Shen, L.",2019,2019
onshore wind,Terbium,1.3,liang_2022,"Elshkaki, A., & Shen, L.",2019,2019
onshore wind,Copper,4200.0,liang_2022,"García-Olivares, A., Ballabrera-Poy, J., García-Ladona, E., & Turiel, A.",2012,2012
onshore wind,Steel,122780.0,wang_2023,Garrett + Ronde 2011,2011,-1
onshore wind,Fiberglass,9580.0,wang_2023,Garrett + Ronde 2011,2011,-1
onshore wind,Copper,3320.0,wang_2023,Garrett + Ronde 2011,2011,-1
onshore wind,Cement,38717.0,wang_2023,Garrett + Ronde 2011,2011,-1
onshore wind,Cement,60070.0,wang_2023,Garrett + Ronde 2011,2011,-1
onshore wind,Aluminum,13200.0,wang_2023,Garrett + Ronde 2011,2011,-1
onshore wind,Copper,4700.0,liang_2022,"Habib, K., & Wenzel, H.",2016,2016
onshore wind,Dysprosium,14.0,liang_2022,"Habib, K., & Wenzel, H.",2014,2011
onshore wind,Dysprosium,13.3,liang_2022,"Habib, K., & Wenzel, H.",2016,2016
onshore wind,Neodymium,150.0,liang_2022,"Habib, K., & Wenzel, H.",2014,2011
onshore wind,Neodymium,200.0,liang_2022,"Habib, K., & Wenzel, H.",2016,2016
onshore wind,Steel,76160.0,liang_2022,"Habib, K., & Wenzel, H.",2016,2016
onshore wind,Dysprosium,24.0,liang_2022,"Hoenderdaal, S., Espinoza, L. T., Marscheider-Weidemann, F., & Graus, W.",2013,2012
onshore wind,Dysprosium,27.7,liang_2022,"Hoenderdaal, S., Espinoza, L. T., Marscheider-Weidemann, F., & Graus, W.",2013,2012
onshore wind,Dysprosium,28.0,liang_2022,"Hoenderdaal, S., Espinoza, L. T., Marscheider-Weidemann, F., & Graus, W.",2013,2012
onshore wind,Neodymium,180.0,liang_2022,"Hoenderdaal, S., Espinoza, L. T., Marscheider-Weidemann, F., & Graus, W.",2013,2013
onshore wind,Neodymium,198.0,liang_2022,"Hoenderdaal, S., Espinoza, L. T., Marscheider-Weidemann, F., & Graus, W.",2013,2013
onshore wind,Dysprosium,8.1,liang_2022,"Imholte, D. D., Nguyen, R. T., Vedantam, A., Brown, M., Iyer, A., Smith, B. J., ... & O’Kelley, B.",2018,2018
onshore wind,Neodymium,117.45,liang_2022,"Imholte, D. D., Nguyen, R. T., Vedantam, A., Brown, M., Iyer, A., Smith, B. J., ... & O’Kelley, B.",2018,2018
onshore wind,Dysprosium,14.0,liang_2022,"Leader, A., Gaustad, G., & Babbitt, C.",2019,2011
onshore wind,Dysprosium,28.0,liang_2022,"Leader, A., Gaustad, G., & Babbitt, C.",2019,2013
onshore wind,Dysprosium,21.0,liang_2022,"Leader, A., Gaustad, G., & Babbitt, C.",2019,2019
onshore wind,Neodymium,150.0,liang_2022,"Leader, A., Gaustad, G., & Babbitt, C.",2019,2013
onshore wind,Neodymium,220.0,liang_2022,"Leader, A., Gaustad, G., & Babbitt, C.",2019,2013
onshore wind,Neodymium,185.0,liang_2022,"Leader, A., Gaustad, G., & Babbitt, C.",2019,2013
onshore wind,Terbium,6.2,liang_2022,"Leader, A., Gaustad, G., & Babbitt, C.",2019,2013
onshore wind,Terbium,9.0,liang_2022,"Leader, A., Gaustad, G., & Babbitt, C.",2019,2013
onshore wind,Terbium,7.6,liang_2022,"Leader, A., Gaustad, G., & Babbitt, C.",2019,2013
onshore wind,Terbium,8.0,liang_2022,"Leader, A., Gaustad, G., & Babbitt, C.",2019,2019
onshore wind,Copper,4700.0,liang_2022,"Månberger, A., & Stenqvist, B.",2018,2018
onshore wind,Dysprosium,13.0,liang_2022,"Månberger, A., & Stenqvist, B.",2018,2018
onshore wind,Neodymium,200.0,liang_2022,"Månberger, A., & Stenqvist, B.",2018,2018
onshore wind,Nickel,377.0,liang_2022,"Månberger, A., & Stenqvist, B.",2018,2018
onshore wind,Neodymium,203.0,liang_2022,"Moss, R. L., Tzimas, E., Kara, H., Willis, P., & Kooroshy, J.",2013,2013
onshore wind,Dysprosium,14.0,liang_2022,"Moss, R. L., Tzimas, E., Kara, H., Willis, P., & Kooroshy, J.",2013,2013
onshore wind,Neodymium,310.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2010
onshore wind,Neodymium,166.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2010
onshore wind,Neodymium,56.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2010
onshore wind,Neodymium,244.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
onshore wind,Neodymium,127.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
onshore wind,Neodymium,38.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
onshore wind,Praseodymium,75.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2010
onshore wind,Praseodymium,17.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2010
onshore wind,Praseodymium,3.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2010
onshore wind,Praseodymium,59.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
onshore wind,Praseodymium,13.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
onshore wind,Praseodymium,2.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
onshore wind,Dysprosium,50.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2010
onshore wind,Dysprosium,17.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2010
onshore wind,Dysprosium,3.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2010
onshore wind,Dysprosium,39.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
onshore wind,Dysprosium,13.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
onshore wind,Dysprosium,2.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
onshore wind,Terbium,30.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2010
onshore wind,Terbium,9.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2010
onshore wind,Terbium,2.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2010
onshore wind,Terbium,24.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
onshore wind,Terbium,7.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
onshore wind,Terbium,1.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
onshore wind,Dysprosium,7.3,liang_2022,"Pavel, C. C., Lacal-Arántegui, R., Marmier, A., Schüler, D., Tzimas, E., Buchert, M., ... & Blagoeva, D.",2017,2017
onshore wind,Neodymium,105.85,liang_2022,"Pavel, C. C., Lacal-Arántegui, R., Marmier, A., Schüler, D., Tzimas, E., Buchert, M., ... & Blagoeva, D.",2017,2017
onshore wind,Yttrium,0.45,liang_2022,"Pavel, C. C., Lacal-Arántegui, R., Marmier, A., Schüler, D., Tzimas, E., Buchert, M., ... & Blagoeva, D.",2017,2017
onshore wind,Yttrium,2.0,liang_2022,"Shammugam, S., Gervais, E., Schlegl, T., & Rathgeber, A.",2019,2019
onshore wind,Copper,5500.0,liang_2022,"Valero, A., Valero, A., Calvo, G., & Ortego, A.",2018,2011
onshore wind,Copper,4700.0,liang_2022,"Valero, A., Valero, A., Calvo, G., & Ortego, A.",2018,2016
onshore wind,Dysprosium,14.0,liang_2022,"Valero, A., Valero, A., Calvo, G., & Ortego, A.",2018,2016
onshore wind,Dysprosium,13.0,liang_2022,"Valero, A., Valero, A., Calvo, G., & Ortego, A.",2018,2015
onshore wind,Dysprosium,18.0,liang_2022,"Valero, A., Valero, A., Calvo, G., & Ortego, A.",2018,2016
onshore wind,Dysprosium,13.3,liang_2022,"Valero, A., Valero, A., Calvo, G., & Ortego, A.",2018,2016
onshore wind,Neodymium,150.0,liang_2022,"Valero, A., Valero, A., Calvo, G., & Ortego, A.",2018,2014
onshore wind,Neodymium,200.0,liang_2022,"Valero, A., Valero, A., Calvo, G., & Ortego, A.",2018,2016
onshore wind,Neodymium,195.0,liang_2022,"Valero, A., Valero, A., Calvo, G., & Ortego, A.",2018,2015
onshore wind,Neodymium,186.0,liang_2022,"Valero, A., Valero, A., Calvo, G., & Ortego, A.",2018,2010
onshore wind,Nickel,112.0,liang_2022,"Valero, A., Valero, A., Calvo, G., & Ortego, A.",2018,2013
onshore wind,Steel,98900.0,liang_2022,"Valero, A., Valero, A., Calvo, G., & Ortego, A.",2018,2012
onshore wind,Steel,120000.0,liang_2022,"Valero, A., Valero, A., Calvo, G., & Ortego, A.",2018,2019
onshore wind,Dysprosium,11.7,liang_2022,"Viebahn, P., Lechon, Y., & Trieb, F.",2015,2025
onshore wind,Dysprosium,15.0,liang_2022,"Viebahn, P., Lechon, Y., & Trieb, F.",2015,2012
onshore wind,Neodymium,201.5,liang_2022,"Viebahn, P., Lechon, Y., & Trieb, F.",2015,2012
onshore wind,Neodymium,162.5,liang_2022,"Viebahn, P., Lechon, Y., & Trieb, F.",2015,2025
onshore wind,Dysprosium,13.4,liang_2022,"Wang, P., Chen, L. Y., Ge, J. P., Cai, W., & Chen, W. Q.",2019,2019
onshore wind,Dysprosium,13.4,liang_2022,"Wang, P., Chen, L. Y., Ge, J. P., Cai, W., & Chen, W. Q.",2019,2012
onshore wind,Neodymium,165.0,liang_2022,"Wang, P., Chen, L. Y., Ge, J. P., Cai, W., & Chen, W. Q.",2019,2019
onshore wind,Neodymium,165.0,liang_2022,"Wang, P., Chen, L. Y., Ge, J. P., Cai, W., & Chen, W. Q.",2019,2012
onshore wind,Dysprosium,27.7,liang_2022,"Watari, T., McLellan, B. C., Ogata, S., & Tezuka, T. ",2018,2013
onshore wind,Neodymium,198.0,liang_2022,"Watari, T., McLellan, B. C., Ogata, S., & Tezuka, T. ",2018,2013
onshore wind,Steel,115133.0,liang_2022,"Yang, J., Zhang, L., Chang, Y., Hao, Y., Liu, G., Yan, Q., & Zhao, Y.",2020,2020
onshore wind,Steel,116250.0,liang_2022,"Yang, J., Zhang, L., Chang, Y., Hao, Y., Liu, G., Yan, Q., & Zhao, Y.",2020,2020
onshore wind,Steel,108920.0,liang_2022,"Yang, J., Zhang, L., Chang, Y., Hao, Y., Liu, G., Yan, Q., & Zhao, Y.",2020,2020
onshore wind,Steel,117900.0,liang_2022,"Yang, J., Zhang, L., Chang, Y., Hao, Y., Liu, G., Yan, Q., & Zhao, Y.",2020,2020
onshore wind,Aluminum,1733.0,liang_2022,"Yang, J., Zhang, L., Chang, Y., Hao, Y., Liu, G., Yan, Q., & Zhao, Y.",2020,2020
onshore wind,Aluminum,1750.0,liang_2022,"Yang, J., Zhang, L., Chang, Y., Hao, Y., Liu, G., Yan, Q., & Zhao, Y.",2020,2020
onshore wind,Aluminum,1640.0,liang_2022,"Yang, J., Zhang, L., Chang, Y., Hao, Y., Liu, G., Yan, Q., & Zhao, Y.",2020,2020
onshore wind,Aluminum,1800.0,liang_2022,"Yang, J., Zhang, L., Chang, Y., Hao, Y., Liu, G., Yan, Q., & Zhao, Y.",2020,2020
onshore wind,Copper,15267.0,liang_2022,"Yang, J., Zhang, L., Chang, Y., Hao, Y., Liu, G., Yan, Q., & Zhao, Y.",2020,2020
onshore wind,Copper,15350.0,liang_2022,"Yang, J., Zhang, L., Chang, Y., Hao, Y., Liu, G., Yan, Q., & Zhao, Y.",2020,2020
onshore wind,Copper,12680.0,liang_2022,"Yang, J., Zhang, L., Chang, Y., Hao, Y., Liu, G., Yan, Q., & Zhao, Y.",2020,2020
onshore wind,Copper,14233.0,liang_2022,"Yang, J., Zhang, L., Chang, Y., Hao, Y., Liu, G., Yan, Q., & Zhao, Y.",2020,2020
onshore wind,Copper,2733.0,liang_2022,"Zimmermann, T., Rehberger, M., & Gößling-Reisemann, S.",2013,2013
onshore wind,Copper,2520.0,liang_2022,"Zimmermann, T., Rehberger, M., & Gößling-Reisemann, S.",2013,2013
onshore wind,Copper,2500.0,liang_2022,"Zimmermann, T., Rehberger, M., & Gößling-Reisemann, S.",2013,2013
onshore wind,Copper,4800.0,liang_2022,"Zimmermann, T., Rehberger, M., & Gößling-Reisemann, S.",2013,2013
onshore wind,Copper,4609.0,liang_2022,"Zimmermann, T., Rehberger, M., & Gößling-Reisemann, S.",2013,2013
onshore wind,Copper,5067.0,liang_2022,"Zimmermann, T., Rehberger, M., & Gößling-Reisemann, S.",2013,2013
onshore wind,Copper,2440.0,liang_2022,"Zimmermann, T., Rehberger, M., & Gößling-Reisemann, S.",2013,2013
onshore wind,Copper,2514.0,liang_2022,"Zimmermann, T., Rehberger, M., & Gößling-Reisemann, S.",2013,2013
onshore wind,Copper,1567.0,liang_2022,"Zimmermann, T., Rehberger, M., & Gößling-Reisemann, S.",2013,2013
onshore wind,Copper,1571.0,liang_2022,"Zimmermann, T., Rehberger, M., & Gößling-Reisemann, S.",2013,2013
onshore wind,Copper,5560.0,liang_2022,"Zimmermann, T., Rehberger, M., & Gößling-Reisemann, S.",2013,2013
onshore wind,Copper,5643.0,liang_2022,"Zimmermann, T., Rehberger, M., & Gößling-Reisemann, S.",2013,2013
onshore wind,Copper,4917.0,liang_2022,"Zimmermann, T., Rehberger, M., & Gößling-Reisemann, S.",2013,2013
onshore wind,Copper,4896.0,liang_2022,"Zimmermann, T., Rehberger, M., & Gößling-Reisemann, S.",2013,2013
Solar Distributed,Copper,7000.0,wang_2023,BBF Associates 2011,2011,2010
Solar Distributed,Aluminum,38500.0,wang_2023,Bodeker et al 2010,2010,-1
Solar Distributed,Silicon,4.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
Solar Distributed,Silver,20.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
Solar Distributed,Silver,35.6,liang_2022,"Davidsson, S., & Höök, M. ",2017,2014
Solar Distributed,Silicon,6629.0,liang_2022,"Davidsson, S., & Höök, M. ",2017,2014
Solar Distributed,Silver,11.0,liang_2022,"Davidsson, S., & Höök, M. ",2017,2025
Solar Distributed,Silver,80.0,liang_2022,"Elshkaki, A., & Shen, L.",2019,2019
Solar Distributed,Lead,5.53,liang_2022,"Fizaine, F., & Court, V.",2015,2015
Solar Distributed,Lead,6.32,liang_2022,"Fizaine, F., & Court, V.",2015,2015
Solar Distributed,Nickel,1.3,liang_2022,"Fizaine, F., & Court, V.",2015,2015
Solar Distributed,Silver,59.0,liang_2022,"Fizaine, F., & Court, V.",2015,2015
Solar Distributed,Silver,68.17,liang_2022,"Fizaine, F., & Court, V.",2015,2015
Solar Distributed,Copper,825.0,liang_2022,"Fizaine, F., & Court, V.",2015,2019
Solar Distributed,Copper,943.0,liang_2022,"Fizaine, F., & Court, V.",2015,2019
Solar Distributed,Silicon,2930.0,wang_2023,"Fthenakis et al., 2011",2011,-1
Solar Distributed,Silicon,3450.0,wang_2023,"Fthenakis et al., 2011",2011,-1
Solar Distributed,Glass,53400.0,wang_2023,"Fthenakis et al., 2011",2011,-1
Solar Distributed,Steel,56000.0,wang_2023,IRENA 2017,2017,-1
Solar Distributed,Silicon,7000.0,wang_2023,IRENA 2017,2017,-1
Solar Distributed,Glass,70000.0,wang_2023,IRENA 2017,2017,-1
Solar Distributed,Copper,7000.0,wang_2023,IRENA 2017,2017,-1
Solar Distributed,Cement,4847.0,wang_2023,IRENA 2017,2017,-1
Solar Distributed,Cement,7520.0,wang_2023,IRENA 2017,2017,-1
Solar Distributed,Aluminum,19000.0,wang_2023,IRENA 2017,2017,-1
Solar Distributed,Cement,6497.0,wang_2023,Jean et al 2015,2015,-1
Solar Distributed,Cement,10080.0,wang_2023,Jean et al 2015,2015,-1
Solar Distributed,Silicon,3347.0,liang_2022,"Kavlak, G., McNerney, J., Jaffe, R. L., & Trancik, J. E.",2015,2015
Solar Distributed,Silicon,638.0,liang_2022,"Kavlak, G., McNerney, J., Jaffe, R. L., & Trancik, J. E.",2015,2015
Solar Distributed,Silicon,2882.0,liang_2022,"Kavlak, G., McNerney, J., Jaffe, R. L., & Trancik, J. E.",2015,2015
Solar Distributed,Silicon,6629.0,liang_2022,"Kavlak, G., McNerney, J., Jaffe, R. L., & Trancik, J. E.",2015,2015
Solar Distributed,Silver,54.8125,liang_2022,"Li, W., & Adachi, T. ",2019,2018
Solar Distributed,Silver,38.36875,liang_2022,"Li, W., & Adachi, T. ",2019,2018
Solar Distributed,Silver,32.53125,liang_2022,"Li, W., & Adachi, T. ",2019,2018
Solar Distributed,Silver,29.45625,liang_2022,"Li, W., & Adachi, T. ",2019,2018
Solar Distributed,Silver,10.0,liang_2022,"Månberger, A., & Stenqvist, B.",2018,2012
Solar Distributed,Copper,884.0,liang_2022,"Månberger, A., & Stenqvist, B.",2018,2018
Solar Distributed,Steel,55900.0,wang_2023,Mason et al 2006,2006,-1
Solar Distributed,Copper,7530.0,wang_2023,Mason et al 2006,2006,-1
Solar Distributed,Cement,6775.0,wang_2023,Mason et al 2006,2006,-1
Solar Distributed,Cement,10512.0,wang_2023,Mason et al 2006,2006,-1
Solar Distributed,Aluminum,19000.0,wang_2023,Mason et al 2006,2006,-1
Solar Distributed,Aluminum,10953.0,liang_2022,"Moss, R. L., Tzimas, E., Kara, H., Willis, P., & Kooroshy, J.",2013,2013
Solar Distributed,Copper,2741.0,liang_2022,"Moss, R. L., Tzimas, E., Kara, H., Willis, P., & Kooroshy, J.",2013,2013
Solar Distributed,Lead,336.0,liang_2022,"Moss, R. L., Tzimas, E., Kara, H., Willis, P., & Kooroshy, J.",2013,2013
Solar Distributed,Magnesium,53.5,liang_2022,"Moss, R. L., Tzimas, E., Kara, H., Willis, P., & Kooroshy, J.",2013,2013
Solar Distributed,Silicon,3653.0,liang_2022,"Moss, R. L., Tzimas, E., Kara, H., Willis, P., & Kooroshy, J.",2013,2013
Solar Distributed,Silver,24.0,liang_2022,"Moss, R. L., Tzimas, E., Kara, H., Willis, P., & Kooroshy, J.",2013,2013
Solar Distributed,Tin,577.0,liang_2022,"Moss, R. L., Tzimas, E., Kara, H., Willis, P., & Kooroshy, J.",2013,2013
Solar Distributed,Silver,13.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
Solar Distributed,Silver,15.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
Solar Distributed,Silver,18.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
Solar Distributed,Glass,66700.0,wang_2023,"Rigby et al., 2011",2011,-1
Solar Distributed,Nickel,1.0,wang_2023,Rischknecht et al 2015,2015,-1
Solar Distributed,Silver,84.0,liang_2022,"Tokimatsu, K., Wachtmeister, H., McLellan, B., Davidsson, S., Murakami, S., Höök, M., ... & Nishio, M.",2017,2010
